content_id,ctr,gsc_impressions,score,action,reason_code
content_f88878f155e4838d,0.008301536557698257,19394,0.07823826609064947,Review for general optimization potential,
content_f88878f155e4838d,0.008206513270659119,19253,0.07767689341241366,Review for general optimization potential,
content_eadb33b5df496f4a,0.01172077585312727,19282,0.07751824461204265,Review for general optimization potential,
content_545bb6cc7081ded3,0.005898319240004176,19158,0.07747349751450212,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.0068431382950506605,18851,0.07615956001399363,Review for general optimization potential,
content_eadb33b5df496f4a,0.004681100058513751,18799,0.0761148129164531,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0021447721179624667,18650,0.0757039532026718,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007847533632286996,18732,0.07560225525371604,Review for general optimization potential,
content_cc26620b2cbb837f,0.0034948115490080114,18599,0.07539479143784628,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007763143805546632,18678,0.07539072351988804,Review for general optimization potential,
content_963de14b1f58978f,0.002452717065460293,18347,0.07445103447153677,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.004369435796602763,18309,0.07415407646058594,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.001486129458388375,18168,0.07379609968026164,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_b902320872acab45,0.0001105583195135434,18090,0.07358050002847541,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,0.0,17884,0.07275064476499638,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.0031519108459503575,17767,0.07204689495822247,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.011702127659574468,17860,0.07180281988072863,Review for general optimization potential,
content_eadb33b5df496f4a,0.012998756640669153,17694,0.07104211922253952,Review for general optimization potential,
content_9ef3d7516483e665,0.0013157142039929065,17481,0.07101771171479013,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007922033511911546,17546,0.07081024789892038,Review for general optimization potential,
content_545bb6cc7081ded3,0.006513169170999257,17503,0.07073702537567221,Review for general optimization potential,
content_545bb6cc7081ded3,0.00782008105485473,17519,0.0707085499499646,Review for general optimization potential,
content_963de14b1f58978f,0.0031106937433971124,17038,0.06909358652054705,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.008027316839393757,16693,0.06736065347034081,Review for general optimization potential,
content_eadb33b5df496f4a,0.006434542065067051,16629,0.06721014050588626,Review for general optimization potential,
content_9ef3d7516483e665,0.001335518727614885,16473,0.0669213183308519,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.007791266533792354,16557,0.0668277562178126,Review for general optimization potential,
content_545bb6cc7081ded3,0.0060318040577590935,16413,0.06636401357057431,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.006179637787567303,16344,0.06607519139553994,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0015508684863523574,16120,0.0654731395377218,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_012de75c008aa653,0.0,15891,0.06464328427424275,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007078303735069203,15823,0.06391105904176124,Review for general optimization potential,
content_eadb33b5df496f4a,0.003684879288437103,15740,0.06379308942097256,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_68ffc95c19f61219,0.0,15527,0.06316256213744681,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0008425145819831498,15430,0.06271509116204144,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.004623599895806199,15356,0.062178125991555,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0012417489053003071,15301,0.06216592223768031,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0027440219521756176,15306,0.062092699714432154,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.009030231645072634,15282,0.06160454955944448,Review for general optimization potential,
content_545bb6cc7081ded3,0.00462198745460548,15145,0.06132386322032657,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.004969191015702644,15093,0.06109199189670743,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0009322767530132517,15017,0.061030973127333965,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.0052460322730593,15059,0.06093741101429466,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0016037420648179084,14965,0.06077876221392366,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.008106850953551731,15049,0.060721811362508434,Review for general optimization potential,
content_c60628276389acbb,0.0,14920,0.06069333593680082,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_e7cd191e4ba62608,0.002366943937242172,14787,0.06000992571981808,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0010922992900054614,14648,0.059521775564830404,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0006153846153846154,14625,0.05945668887749871,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9540d884af3e41fd,0.0,14587,0.059338719256710026,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.00944614339109752,14715,0.05929397215916949,Review for general optimization potential,
content_943dc881428182b8,0.0015757741847081392,14596,0.059281768405294796,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0010971679352670919,14583,0.05925736089754542,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.006583007611602551,14583,0.05893192746088696,Review for general optimization potential,
content_68ffc95c19f61219,0.00013849456408835954,14441,0.05873666739889189,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0016613595458950575,14446,0.05866751279360197,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_cc26620b2cbb837f,0.0020302436292355085,14284,0.05798817049457746,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007043726898667968,14339,0.057919015889287544,Review for general optimization potential,
content_c1f764a2f362d1c3,0.0004214667041303737,14236,0.057886472545621695,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_a9322b74ca7cb1bb,0.0,14148,0.05755290327304678,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0005652911249293386,14152,0.05753663160121386,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.001978099611444719,14155,0.057467476995923944,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9540d884af3e41fd,0.0001419244961680386,14092,0.05731696403146941,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_cc26620b2cbb837f,0.004250797024442083,14115,0.05717458690293134,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0004268032437046522,14058,0.05716238314905664,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0012091898428053204,14059,0.057121703969474344,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0018526435798774405,14034,0.056983394758894496,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_cc26620b2cbb837f,0.0015713163345475324,14001,0.05686542513810581,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9540d884af3e41fd,0.0,13942,0.05671491217365127,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0007198387561186294,13892,0.056470837096157446,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.006871868289191124,13970,0.05643829375249159,Review for general optimization potential,
content_eadb33b5df496f4a,0.004021543985637343,13925,0.05641795416270044,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0008684953318375914,13817,0.05615760741337368,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_e22d7d712577870a,7.25531451788435e-05,13783,0.056064045300334375,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_e22d7d712577870a,0.0,13778,0.056047773628501454,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0007255314517884351,13783,0.0560274340387103,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.004705712010424962,13813,0.05592573608975454,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0010913059294288831,13745,0.05585251356650639,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9540d884af3e41fd,0.0,13683,0.055661321422469545,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.006250454248128498,13759,0.05562064224288724,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_012de75c008aa653,0.0,13636,0.05547012927843271,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0008072801996183766,13626,0.05538470300130986,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0010288821929889027,13607,0.05529520880622879,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,0.00014726456078344746,13581,0.05523825795481356,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0008853474988933156,13554,0.055087744990359025,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.008137900421691205,13517,0.0545385760659979,Review for general optimization potential,
content_943dc881428182b8,0.0010436857015058893,13414,0.05451010064029028,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0006721433905899926,13390,0.0544328101990839,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0023893078473829613,13393,0.05435145183991929,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0012090071029167296,13234,0.05376973957189231,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.005504033778179899,13263,0.053655837869061855,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_33d31496fca9665e,0.00015173355587588195,13181,0.05361109077152132,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0015917532024558479,13193,0.0535826153458137,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0006836827711941659,13164,0.05351346074052378,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9540d884af3e41fd,7.650524060898171e-05,13071,0.05316768771407417,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,7.722604062089736e-05,12949,0.052671401723170044,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.0007717835918808366,12957,0.05266733380521182,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0024858230404723063,12873,0.052236134501639366,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,0.00015664160401002505,12768,0.05193104065477206,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.000948316737790422,12654,0.05142661882795148,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_943dc881428182b8,0.001266323703996834,12635,0.051333056714912166,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_32c5cc913fb4ff41,0.0012701436850043662,12597,0.051178475832499404,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.001588688537612201,12589,0.05112966081700064,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_62aa9910370a05d3,0.00023866348448687351,12570,0.051121524981084174,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.00882703777335984,12575,0.05070252943138642,Review for general optimization potential,
content_61215c724c8220ae,0.007894312872563236,12414,0.05010047757356829,Review for general optimization potential,
content_943dc881428182b8,0.0018643106103590824,12337,0.05009234173765183,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0013049506565532992,12261,0.04981165539853392,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_012de75c008aa653,0.0,12205,0.049648938680204695,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_cc26620b2cbb837f,0.002323458634138246,12051,0.04890857761180672,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_54d5ce7b65ee6401,0.05677959409302693,12663,0.048587212093106506,Review for general optimization potential,
content_b40551e4d1418a3d,0.05677959409302693,12663,0.048587212093106506,Review for general optimization potential,
content_56d2e24db684b94e,0.05677959409302693,12663,0.048587212093106506,Review for general optimization potential,
content_11bf4c33adea7bdc,0.0,11846,0.0481885561331999,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.001521555367709214,11830,0.04805024692262006,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_ba462518dad435fc,0.0,11757,0.047826511434917375,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0016379310344827587,11600,0.047110557874268794,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c60628276389acbb,0.0,11487,0.04672817358619511,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_f88878f155e4838d,0.008823529411764706,11560,0.04661020396540642,Review for general optimization potential,
content_c1f764a2f362d1c3,8.727526618956188e-05,11458,0.04660613604744819,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,8.795848359574281e-05,11369,0.04624409134916566,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_ac1ddc0c0e79289f,0.020103986135181974,11540,0.04600001627167183,Review for general optimization potential,
content_32c5cc913fb4ff41,0.0008851124092759781,11298,0.04591865791250721,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_e7cd191e4ba62608,0.000975177304964539,11280,0.04584136747130083,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_11bf4c33adea7bdc,0.0,11263,0.04581695996355145,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,0.00035698348951361,11205,0.04556474905014116,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.00853855833183534,11126,0.04487320299724195,Review for general optimization potential,
content_e22d7d712577870a,0.00018158707100054475,11014,0.044795912556035565,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_68ffc95c19f61219,0.0,10964,0.044600652494040494,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_b40551e4d1418a3d,0.05536391859261815,11596,0.044559973314458184,Review for general optimization potential,
content_56d2e24db684b94e,0.05536391859261815,11596,0.044559973314458184,Review for general optimization potential,
content_54d5ce7b65ee6401,0.05536391859261815,11596,0.044559973314458184,Review for general optimization potential,
content_c1f764a2f362d1c3,0.0,10945,0.044523362052834116,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_974d211ac7627ad5,9.153318077803204e-05,10925,0.04443793577571127,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_ac1ddc0c0e79289f,0.017158854872211686,11073,0.044271151139423814,Review for general optimization potential,
content_c1f764a2f362d1c3,0.0,10852,0.04414504568271867,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.001474518477559672,10851,0.04407589107742874,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_62aa9910370a05d3,0.0005535055350553505,10840,0.04407182315947051,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c60628276389acbb,0.0,10726,0.04363248801998161,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.006490496059341678,10785,0.043587740922441075,Review for general optimization potential,
content_9ef3d7516483e665,0.0016899821612994085,10651,0.04325417164986616,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_545bb6cc7081ded3,0.007896963429538403,10637,0.04292873821320771,Review for general optimization potential,
content_ac1ddc0c0e79289f,0.01387846961740435,10664,0.04277822524875318,Review for general optimization potential,
content_545bb6cc7081ded3,0.007562151432082428,10579,0.042709070643463264,Review for general optimization potential,
content_32c5cc913fb4ff41,0.0016188934387201218,10501,0.0426480518740898,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_acbcc847f8996314,0.0006681301899398683,10477,0.04259110102267457,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c1f764a2f362d1c3,0.0004788354721317755,10442,0.04245685973005296,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0016277288395250861,10444,0.04241618055047065,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_c15dabdcf2be1866,0.0010559662090813093,10417,0.042330754273347815,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_33d31496fca9665e,0.0001937984496124031,10320,0.04197277749302352,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.0031958163858221964,10326,0.04187107954406775,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_33d31496fca9665e,9.785693316371466e-05,10219,0.04156598569720046,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.003423987477988652,10222,0.0414398802404953,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_62aa9910370a05d3,0.0005914243469689502,10145,0.04124462017850024,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.0015923566878980893,10048,0.04080935295696956,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_808edb5f5c89fc31,0.0001994614540740002,10027,0.040780877531261944,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.0017953321364452424,10026,0.04071172292597203,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_eadb33b5df496f4a,0.003703703703703704,9990,0.04048798743826935,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_e7eb61dc1ce9a2c4,0.00040225261464199515,9944,0.040435104504812344,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.004110687788249448,9974,0.04040662907910473,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_2a59ec1a038313d2,0.004410585404971933,9976,0.040402561161146495,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_ac1ddc0c0e79289f,0.01823253960346717,10037,0.04008526356040451,Review for general optimization potential,
content_cc26620b2cbb837f,0.0014208870394803613,9853,0.04002424479103105,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_b40551e4d1418a3d,0.05750431282346176,10434,0.04000390520123989,Review for general optimization potential,
content_54d5ce7b65ee6401,0.05750431282346176,10434,0.04000390520123989,Review for general optimization potential,
content_56d2e24db684b94e,0.05750431282346176,10434,0.04000390520123989,Review for general optimization potential,
content_ac1ddc0c0e79289f,0.01591910292350821,9988,0.03998356561144875,Review for general optimization potential,
content_c1f764a2f362d1c3,0.00020468734008801556,9771,0.03973949053395491,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_9ef3d7516483e665,0.0030721966205837174,9765,0.03960118132337507,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_11bf4c33adea7bdc,0.0,9702,0.039466940030753454,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
content_963de14b1f58978f,0.002370645227788085,9702,0.03937337791771415,REVIEW_FOR_REFRESH,REFRESH_POTENTIAL_CTR_GAIN
